Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-250G-COA,,Size,250g,,Grind,Coarse,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-250G-MED,,Size,250g,,Grind,Medium,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-250G-FIN,,Size,250g,,Grind,Fine,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-250G-ESP,,Size,250g,,Grind,Espresso,,,,,20.00,,,,,250,g,100,g,shopify,20,DENY,350,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-1KG-WHO,,Size,1kg,,Grind,Whole Bean,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-1KG-COA,,Size,1kg,,Grind,Coarse,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-1KG-MED,,Size,1kg,,Grind,Medium,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-1KG-FIN,,Size,1kg,,Grind,Fine,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,swiss-water-decaf-colombia,,,,,,,,CR-DEC-COL-1KG-ESP,,Size,1kg,,Grind,Espresso,,,,,64.00,,,,,1000,g,100,g,shopify,20,DENY,1150,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Common Roast Gift Card,common-roast-gift-card,"Give the gift of great coffee. Common Roast gift cards are delivered digitally and never expire. The recipient can spend it on any coffee, any size, any roast.",Common Roast,Gift Cards,Gift Card,"gift-card,digital",TRUE,active,CR-GC-025,,Denomination,$25,,,,,,,,25.00,,,FALSE,,,,,,,100,CONTINUE,0,g,FALSE,manual,https://raw.githubusercontent.com/SagirisWebDev/Shopify-newstore/main/data/img/common-roast-gift-card.png,1,Common Roast Gift Card,,TRUE,$25 Common Roast Gift Card,Give the gift of great coffee with a $25 Common Roast gift card. Digital delivery. Never expires.,,,,,,,,,,,,,,
,common-roast-gift-card,,,,,,,,CR-GC-050,,Denomination,$50,,,,,,,,50.00,,,,,,,,,,100,CONTINUE,0,g,FALSE,manual,,,,,TRUE,,,,,,,,,,,,,,,,
,common-roast-gift-card,,,,,,,,CR-GC-100,,Denomination,$100,,,,,,,,100.00,,,,,,,,,,100,CONTINUE,0,g,FALSE,manual,,,,,TRUE,,,,,,,,,,,,,,,,
